"Kod";"Nazwa";"Wiek";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2815083;"Morąg (3)";"ogółem";"ogółem";"2020";23973;"osoba";"";
2815083;"Morąg (3)";"ogółem";"mężczyźni";"2020";11815;"osoba";"";
2815083;"Morąg (3)";"ogółem";"kobiety";"2020";12158;"osoba";"";
2815092;"Ostróda (2)";"ogółem";"ogółem";"2020";16094;"osoba";"";
2815092;"Ostróda (2)";"ogółem";"mężczyźni";"2020";8181;"osoba";"";
2815092;"Ostróda (2)";"ogółem";"kobiety";"2020";7913;"osoba";"";
2816013;"Biała Piska (3)";"ogółem";"ogółem";"2020";11534;"osoba";"";
2816013;"Biała Piska (3)";"ogółem";"mężczyźni";"2020";5853;"osoba";"";
2816013;"Biała Piska (3)";"ogółem";"kobiety";"2020";5681;"osoba";"";
2816023;"Orzysz (3)";"ogółem";"ogółem";"2020";8830;"osoba";"";
2816023;"Orzysz (3)";"ogółem";"mężczyźni";"2020";4447;"osoba";"";
2816023;"Orzysz (3)";"ogółem";"kobiety";"2020";4383;"osoba";"";
2816033;"Pisz (3)";"ogółem";"ogółem";"2020";27517;"osoba";"";
2816033;"Pisz (3)";"ogółem";"mężczyźni";"2020";13641;"osoba";"";
2816033;"Pisz (3)";"ogółem";"kobiety";"2020";13876;"osoba";"";
2816043;"Ruciane-Nida (3)";"ogółem";"ogółem";"2020";7952;"osoba";"";
2816043;"Ruciane-Nida (3)";"ogółem";"mężczyźni";"2020";3894;"osoba";"";
2816043;"Ruciane-Nida (3)";"ogółem";"kobiety";"2020";4058;"osoba";"";
2817011;"Szczytno (1)";"ogółem";"ogółem";"2020";22813;"osoba";"";
2817011;"Szczytno (1)";"ogółem";"mężczyźni";"2020";10827;"osoba";"";
2817011;"Szczytno (1)";"ogółem";"kobiety";"2020";11986;"osoba";"";
2817022;"Dźwierzuty (2)";"ogółem";"ogółem";"2020";6463;"osoba";"";
2817022;"Dźwierzuty (2)";"ogółem";"mężczyźni";"2020";3237;"osoba";"";
2817022;"Dźwierzuty (2)";"ogółem";"kobiety";"2020";3226;"osoba";"";
2817032;"Jedwabno (2)";"ogółem";"ogółem";"2020";3611;"osoba";"";
2817032;"Jedwabno (2)";"ogółem";"mężczyźni";"2020";1791;"osoba";"";
2817032;"Jedwabno (2)";"ogółem";"kobiety";"2020";1820;"osoba";"";
2817043;"Pasym (3)";"ogółem";"ogółem";"2020";5294;"osoba";"";
2817043;"Pasym (3)";"ogółem";"mężczyźni";"2020";2636;"osoba";"";
2817043;"Pasym (3)";"ogółem";"kobiety";"2020";2658;"osoba";"";
2817052;"Rozogi (2)";"ogółem";"ogółem";"2020";5497;"osoba";"";
2817052;"Rozogi (2)";"ogółem";"mężczyźni";"2020";2832;"osoba";"";
2817052;"Rozogi (2)";"ogółem";"kobiety";"2020";2665;"osoba";"";
2817062;"Szczytno (2)";"ogółem";"ogółem";"2020";13232;"osoba";"";
2817062;"Szczytno (2)";"ogółem";"mężczyźni";"2020";6616;"osoba";"";
2817062;"Szczytno (2)";"ogółem";"kobiety";"2020";6616;"osoba";"";
2817072;"Świętajno (2)";"ogółem";"ogółem";"2020";5723;"osoba";"";
2817072;"Świętajno (2)";"ogółem";"mężczyźni";"2020";2881;"osoba";"";
2817072;"Świętajno (2)";"ogółem";"kobiety";"2020";2842;"osoba";"";
2817083;"Wielbark (3)";"ogółem";"ogółem";"2020";6456;"osoba";"";
2817083;"Wielbark (3)";"ogółem";"mężczyźni";"2020";3302;"osoba";"";
2817083;"Wielbark (3)";"ogółem";"kobiety";"2020";3154;"osoba";"";
2818012;"Banie Mazurskie (2)";"ogółem";"ogółem";"2020";3614;"osoba";"";
2818012;"Banie Mazurskie (2)";"ogółem";"mężczyźni";"2020";1835;"osoba";"";
2818012;"Banie Mazurskie (2)";"ogółem";"kobiety";"2020";1779;"osoba";"";
2818022;"Dubeninki (2)";"ogółem";"ogółem";"2020";2857;"osoba";"";
2818022;"Dubeninki (2)";"ogółem";"mężczyźni";"2020";1443;"osoba";"";
2818022;"Dubeninki (2)";"ogółem";"kobiety";"2020";1414;"osoba";"";
2818033;"Gołdap (3)";"ogółem";"ogółem";"2020";20018;"osoba";"";
2818033;"Gołdap (3)";"ogółem";"mężczyźni";"2020";9875;"osoba";"";
2818033;"Gołdap (3)";"ogółem";"kobiety";"2020";10143;"osoba";"";
2819012;"Budry (2)";"ogółem";"ogółem";"2020";2760;"osoba";"";
2819012;"Budry (2)";"ogółem";"mężczyźni";"2020";1397;"osoba";"";
2819012;"Budry (2)";"ogółem";"kobiety";"2020";1363;"osoba";"";
2819022;"Pozezdrze (2)";"ogółem";"ogółem";"2020";3241;"osoba";"";
2819022;"Pozezdrze (2)";"ogółem";"mężczyźni";"2020";1635;"osoba";"";
2819022;"Pozezdrze (2)";"ogółem";"kobiety";"2020";1606;"osoba";"";
2819033;"Węgorzewo (3)";"ogółem";"ogółem";"2020";16443;"osoba";"";
2819033;"Węgorzewo (3)";"ogółem";"mężczyźni";"2020";8139;"osoba";"";
2819033;"Węgorzewo (3)";"ogółem";"kobiety";"2020";8304;"osoba";"";
2861011;"Elbląg (1)";"ogółem";"ogółem";"2020";118582;"osoba";"";
2861011;"Elbląg (1)";"ogółem";"mężczyźni";"2020";56647;"osoba";"";
2861011;"Elbląg (1)";"ogółem";"kobiety";"2020";61935;"osoba";"";
2862011;"Olsztyn (1)";"ogółem";"ogółem";"2020";171249;"osoba";"";
2862011;"Olsztyn (1)";"ogółem";"mężczyźni";"2020";79638;"osoba";"";
2862011;"Olsztyn (1)";"ogółem";"kobiety";"2020";91611;"osoba";"";
3001011;"Chodzież (1)";"ogółem";"ogółem";"2020";18229;"osoba";"";
3001011;"Chodzież (1)";"ogółem";"mężczyźni";"2020";8659;"osoba";"";
3001011;"Chodzież (1)";"ogółem";"kobiety";"2020";9570;"osoba";"";
3001022;"Budzyń (2)";"ogółem";"ogółem";"2020";8494;"osoba";"";
3001022;"Budzyń (2)";"ogółem";"mężczyźni";"2020";4275;"osoba";"";
3001022;"Budzyń (2)";"ogółem";"kobiety";"2020";4219;"osoba";"";
3001032;"Chodzież (2)";"ogółem";"ogółem";"2020";6136;"osoba";"";
3001032;"Chodzież (2)";"ogółem";"mężczyźni";"2020";3079;"osoba";"";
3001032;"Chodzież (2)";"ogółem";"kobiety";"2020";3057;"osoba";"";
3001043;"Margonin (3)";"ogółem";"ogółem";"2020";6452;"osoba";"";
3001043;"Margonin (3)";"ogółem";"mężczyźni";"2020";3249;"osoba";"";
3001043;"Margonin (3)";"ogółem";"kobiety";"2020";3203;"osoba";"";
3001053;"Szamocin (3)";"ogółem";"ogółem";"2020";7513;"osoba";"";
3001053;"Szamocin (3)";"ogółem";"mężczyźni";"2020";3743;"osoba";"";
3001053;"Szamocin (3)";"ogółem";"kobiety";"2020";3770;"osoba";"";
3002011;"Czarnków (1)";"ogółem";"ogółem";"2020";10464;"osoba";"";
3002011;"Czarnków (1)";"ogółem";"mężczyźni";"2020";5052;"osoba";"";
3002011;"Czarnków (1)";"ogółem";"kobiety";"2020";5412;"osoba";"";
3002022;"Czarnków (2)";"ogółem";"ogółem";"2020";11471;"osoba";"";
3002022;"Czarnków (2)";"ogółem";"mężczyźni";"2020";5836;"osoba";"";
3002022;"Czarnków (2)";"ogółem";"kobiety";"2020";5635;"osoba";"";
3002032;"Drawsko (2)";"ogółem";"ogółem";"2020";5765;"osoba";"";
3002032;"Drawsko (2)";"ogółem";"mężczyźni";"2020";2874;"osoba";"";
3002032;"Drawsko (2)";"ogółem";"kobiety";"2020";2891;"osoba";"";
3002043;"Krzyż Wielkopolski (3)";"ogółem";"ogółem";"2020";8644;"osoba";"";
3002043;"Krzyż Wielkopolski (3)";"ogółem";"mężczyźni";"2020";4251;"osoba";"";
3002043;"Krzyż Wielkopolski (3)";"ogółem";"kobiety";"2020";4393;"osoba";"";
3002052;"Lubasz (2)";"ogółem";"ogółem";"2020";7686;"osoba";"";
3002052;"Lubasz (2)";"ogółem";"mężczyźni";"2020";3841;"osoba";"";
3002052;"Lubasz (2)";"ogółem";"kobiety";"2020";3845;"osoba";"";
3002062;"Połajewo (2)";"ogółem";"ogółem";"2020";6181;"osoba";"";
3002062;"Połajewo (2)";"ogółem";"mężczyźni";"2020";3155;"osoba";"";
3002062;"Połajewo (2)";"ogółem";"kobiety";"2020";3026;"osoba";"";
3002073;"Trzcianka (3)";"ogółem";"ogółem";"2020";24224;"osoba";"";
3002073;"Trzcianka (3)";"ogółem";"mężczyźni";"2020";11890;"osoba";"";
3002073;"Trzcianka (3)";"ogółem";"kobiety";"2020";12334;"osoba";"";
3002083;"Wieleń (3)";"ogółem";"ogółem";"2020";12155;"osoba";"";
3002083;"Wieleń (3)";"ogółem";"mężczyźni";"2020";6076;"osoba";"";
3002083;"Wieleń (3)";"ogółem";"kobiety";"2020";6079;"osoba";"";
3003011;"Gniezno (1)";"ogółem";"ogółem";"2020";67570;"osoba";"";
3003011;"Gniezno (1)";"ogółem";"mężczyźni";"2020";32351;"osoba";"";
3003011;"Gniezno (1)";"ogółem";"kobiety";"2020";35219;"osoba";"";
3003023;"Czerniejewo (3)";"ogółem";"ogółem";"2020";7388;"osoba";"";
3003023;"Czerniejewo (3)";"ogółem";"mężczyźni";"2020";3712;"osoba";"";
3003023;"Czerniejewo (3)";"ogółem";"kobiety";"2020";3676;"osoba";"";
3003032;"Gniezno (2)";"ogółem";"ogółem";"2020";12644;"osoba";"";
3003032;"Gniezno (2)";"ogółem";"mężczyźni";"2020";6267;"osoba";"";
3003032;"Gniezno (2)";"ogółem";"kobiety";"2020";6377;"osoba";"";
3003042;"Kiszkowo (2)";"ogółem";"ogółem";"2020";5470;"osoba";"";
3003042;"Kiszkowo (2)";"ogółem";"mężczyźni";"2020";2740;"osoba";"";
3003042;"Kiszkowo (2)";"ogółem";"kobiety";"2020";2730;"osoba";"";
3003053;"Kłecko (3)";"ogółem";"ogółem";"2020";7431;"osoba";"";
3003053;"Kłecko (3)";"ogółem";"mężczyźni";"2020";3719;"osoba";"";
3003053;"Kłecko (3)";"ogółem";"kobiety";"2020";3712;"osoba";"";
3003062;"Łubowo (2)";"ogółem";"ogółem";"2020";6783;"osoba";"";
3003062;"Łubowo (2)";"ogółem";"mężczyźni";"2020";3362;"osoba";"";
3003062;"Łubowo (2)";"ogółem";"kobiety";"2020";3421;"osoba";"";
3003072;"Mieleszyn (2)";"ogółem";"ogółem";"2020";4012;"osoba";"";
3003072;"Mieleszyn (2)";"ogółem";"mężczyźni";"2020";1979;"osoba";"";
3003072;"Mieleszyn (2)";"ogółem";"kobiety";"2020";2033;"osoba";"";
3003082;"Niechanowo (2)";"ogółem";"ogółem";"2020";6036;"osoba";"";
3003082;"Niechanowo (2)";"ogółem";"mężczyźni";"2020";3004;"osoba";"";
3003082;"Niechanowo (2)";"ogółem";"kobiety";"2020";3032;"osoba";"";
3003093;"Trzemeszno (3)";"ogółem";"ogółem";"2020";14222;"osoba";"";
3003093;"Trzemeszno (3)";"ogółem";"mężczyźni";"2020";7100;"osoba";"";
3003093;"Trzemeszno (3)";"ogółem";"kobiety";"2020";7122;"osoba";"";
3003103;"Witkowo (3)";"ogółem";"ogółem";"2020";13512;"osoba";"";
3003103;"Witkowo (3)";"ogółem";"mężczyźni";"2020";6690;"osoba";"";
3003103;"Witkowo (3)";"ogółem";"kobiety";"2020";6822;"osoba";"";
3004013;"Borek Wielkopolski (3)";"ogółem";"ogółem";"2020";7441;"osoba";"";
3004013;"Borek Wielkopolski (3)";"ogółem";"mężczyźni";"2020";3773;"osoba";"";
3004013;"Borek Wielkopolski (3)";"ogółem";"kobiety";"2020";3668;"osoba";"";
3004023;"Gostyń (3)";"ogółem";"ogółem";"2020";28200;"osoba";"";
3004023;"Gostyń (3)";"ogółem";"mężczyźni";"2020";13775;"osoba";"";
3004023;"Gostyń (3)";"ogółem";"kobiety";"2020";14425;"osoba";"";
3004033;"Krobia (3)";"ogółem";"ogółem";"2020";12918;"osoba";"";
3004033;"Krobia (3)";"ogółem";"mężczyźni";"2020";6436;"osoba";"";
3004033;"Krobia (3)";"ogółem";"kobiety";"2020";6482;"osoba";"";
3004042;"Pępowo (2)";"ogółem";"ogółem";"2020";5938;"osoba";"";
3004042;"Pępowo (2)";"ogółem";"mężczyźni";"2020";3027;"osoba";"";
3004042;"Pępowo (2)";"ogółem";"kobiety";"2020";2911;"osoba";"";
3004052;"Piaski (2)";"ogółem";"ogółem";"2020";8613;"osoba";"";
3004052;"Piaski (2)";"ogółem";"mężczyźni";"2020";4276;"osoba";"";
3004052;"Piaski (2)";"ogółem";"kobiety";"2020";4337;"osoba";"";
3004063;"Pogorzela (3)";"ogółem";"ogółem";"2020";4907;"osoba";"";
3004063;"Pogorzela (3)";"ogółem";"mężczyźni";"2020";2468;"osoba";"";
3004063;"Pogorzela (3)";"ogółem";"kobiety";"2020";2439;"osoba";"";
3004073;"Poniec (3)";"ogółem";"ogółem";"2020";7715;"osoba";"";
3004073;"Poniec (3)";"ogółem";"mężczyźni";"2020";3804;"osoba";"";
3004073;"Poniec (3)";"ogółem";"kobiety";"2020";3911;"osoba";"";
3005012;"Granowo (2)";"ogółem";"ogółem";"2020";5087;"osoba";"";
3005012;"Granowo (2)";"ogółem";"mężczyźni";"2020";2563;"osoba";"";
3005012;"Granowo (2)";"ogółem";"kobiety";"2020";2524;"osoba";"";
3005023;"Grodzisk Wielkopolski (3)";"ogółem";"ogółem";"2020";20095;"osoba";"";
3005023;"Grodzisk Wielkopolski (3)";"ogółem";"mężczyźni";"2020";9886;"osoba";"";
3005023;"Grodzisk Wielkopolski (3)";"ogółem";"kobiety";"2020";10209;"osoba";"";
3005032;"Kamieniec (2)";"ogółem";"ogółem";"2020";6621;"osoba";"";
3005032;"Kamieniec (2)";"ogółem";"mężczyźni";"2020";3322;"osoba";"";
3005032;"Kamieniec (2)";"ogółem";"kobiety";"2020";3299;"osoba";"";
3005043;"Rakoniewice (3)";"ogółem";"ogółem";"2020";13191;"osoba";"";
3005043;"Rakoniewice (3)";"ogółem";"mężczyźni";"2020";6552;"osoba";"";
3005043;"Rakoniewice (3)";"ogółem";"kobiety";"2020";6639;"osoba";"";
3005053;"Wielichowo (3)";"ogółem";"ogółem";"2020";6935;"osoba";"";
3005053;"Wielichowo (3)";"ogółem";"mężczyźni";"2020";3470;"osoba";"";
3005053;"Wielichowo (3)";"ogółem";"kobiety";"2020";3465;"osoba";"";
3006013;"Jaraczewo (3)";"ogółem";"ogółem";"2020";8021;"osoba";"";
3006013;"Jaraczewo (3)";"ogółem";"mężczyźni";"2020";3890;"osoba";"";
3006013;"Jaraczewo (3)";"ogółem";"kobiety";"2020";4131;"osoba";"";
3006023;"Jarocin (3)";"ogółem";"ogółem";"2020";45801;"osoba";"";
3006023;"Jarocin (3)";"ogółem";"mężczyźni";"2020";22116;"osoba";"";
3006023;"Jarocin (3)";"ogółem";"kobiety";"2020";23685;"osoba";"";
3006032;"Kotlin (2)";"ogółem";"ogółem";"2020";7390;"osoba";"";
3006032;"Kotlin (2)";"ogółem";"mężczyźni";"2020";3644;"osoba";"";
3006032;"Kotlin (2)";"ogółem";"kobiety";"2020";3746;"osoba";"";
3006043;"Żerków (3)";"ogółem";"ogółem";"2020";10213;"osoba";"";
3006043;"Żerków (3)";"ogółem";"mężczyźni";"2020";5133;"osoba";"";
3006043;"Żerków (3)";"ogółem";"kobiety";"2020";5080;"osoba";"";
3007012;"Blizanów (2)";"ogółem";"ogółem";"2020";9932;"osoba";"";
3007012;"Blizanów (2)";"ogółem";"mężczyźni";"2020";4842;"osoba";"";
3007012;"Blizanów (2)";"ogółem";"kobiety";"2020";5090;"osoba";"";
3007022;"Brzeziny (2)";"ogółem";"ogółem";"2020";5792;"osoba";"";
3007022;"Brzeziny (2)";"ogółem";"mężczyźni";"2020";2840;"osoba";"";
3007022;"Brzeziny (2)";"ogółem";"kobiety";"2020";2952;"osoba";"";
3007032;"Ceków-Kolonia (2)";"ogółem";"ogółem";"2020";4767;"osoba";"";
3007032;"Ceków-Kolonia (2)";"ogółem";"mężczyźni";"2020";2342;"osoba";"";
3007032;"Ceków-Kolonia (2)";"ogółem";"kobiety";"2020";2425;"osoba";"";
3007042;"Godziesze Wielkie (2)";"ogółem";"ogółem";"2020";9674;"osoba";"";
3007042;"Godziesze Wielkie (2)";"ogółem";"mężczyźni";"2020";4818;"osoba";"";
3007042;"Godziesze Wielkie (2)";"ogółem";"kobiety";"2020";4856;"osoba";"";
3007052;"Koźminek (2)";"ogółem";"ogółem";"2020";7548;"osoba";"";
3007052;"Koźminek (2)";"ogółem";"mężczyźni";"2020";3769;"osoba";"";
3007052;"Koźminek (2)";"ogółem";"kobiety";"2020";3779;"osoba";"";
3007062;"Lisków (2)";"ogółem";"ogółem";"2020";5161;"osoba";"";
3007062;"Lisków (2)";"ogółem";"mężczyźni";"2020";2504;"osoba";"";
3007062;"Lisków (2)";"ogółem";"kobiety";"2020";2657;"osoba";"";
3007072;"Mycielin (2)";"ogółem";"ogółem";"2020";4862;"osoba";"";
3007072;"Mycielin (2)";"ogółem";"mężczyźni";"2020";2440;"osoba";"";
3007072;"Mycielin (2)";"ogółem";"kobiety";"2020";2422;"osoba";"";
3007083;"Opatówek (3)";"ogółem";"ogółem";"2020";10787;"osoba";"";
3007083;"Opatówek (3)";"ogółem";"mężczyźni";"2020";5270;"osoba";"";
3007083;"Opatówek (3)";"ogółem";"kobiety";"2020";5517;"osoba";"";
3007093;"Stawiszyn (3)";"ogółem";"ogółem";"2020";7074;"osoba";"";
3007093;"Stawiszyn (3)";"ogółem";"mężczyźni";"2020";3418;"osoba";"";
3007093;"Stawiszyn (3)";"ogółem";"kobiety";"2020";3656;"osoba";"";
3007102;"Szczytniki (2)";"ogółem";"ogółem";"2020";7797;"osoba";"";
3007102;"Szczytniki (2)";"ogółem";"mężczyźni";"2020";3882;"osoba";"";
3007102;"Szczytniki (2)";"ogółem";"kobiety";"2020";3915;"osoba";"";
3007112;"Żelazków (2)";"ogółem";"ogółem";"2020";9517;"osoba";"";
3007112;"Żelazków (2)";"ogółem";"mężczyźni";"2020";4680;"osoba";"";
3007112;"Żelazków (2)";"ogółem";"kobiety";"2020";4837;"osoba";"";
3008012;"Baranów (2)";"ogółem";"ogółem";"2020";8020;"osoba";"";
3008012;"Baranów (2)";"ogółem";"mężczyźni";"2020";4004;"osoba";"";
3008012;"Baranów (2)";"ogółem";"kobiety";"2020";4016;"osoba";"";
3008022;"Bralin (2)";"ogółem";"ogółem";"2020";6084;"osoba";"";
3008022;"Bralin (2)";"ogółem";"mężczyźni";"2020";3078;"osoba";"";
3008022;"Bralin (2)";"ogółem";"kobiety";"2020";3006;"osoba";"";
3008033;"Kępno (3)";"ogółem";"ogółem";"2020";24375;"osoba";"";
3008033;"Kępno (3)";"ogółem";"mężczyźni";"2020";11943;"osoba";"";
3008033;"Kępno (3)";"ogółem";"kobiety";"2020";12432;"osoba";"";
3008042;"Łęka Opatowska (2)";"ogółem";"ogółem";"2020";5329;"osoba";"";
3008042;"Łęka Opatowska (2)";"ogółem";"mężczyźni";"2020";2644;"osoba";"";
3008042;"Łęka Opatowska (2)";"ogółem";"kobiety";"2020";2685;"osoba";"";
3008052;"Perzów (2)";"ogółem";"ogółem";"2020";3765;"osoba";"";
3008052;"Perzów (2)";"ogółem";"mężczyźni";"2020";1866;"osoba";"";
3008052;"Perzów (2)";"ogółem";"kobiety";"2020";1899;"osoba";"";
3008062;"Rychtal (2)";"ogółem";"ogółem";"2020";3791;"osoba";"";
3008062;"Rychtal (2)";"ogółem";"mężczyźni";"2020";1903;"osoba";"";
3008062;"Rychtal (2)";"ogółem";"kobiety";"2020";1888;"osoba";"";
3008072;"Trzcinica (2)";"ogółem";"ogółem";"2020";4934;"osoba";"";
3008072;"Trzcinica (2)";"ogółem";"mężczyźni";"2020";2438;"osoba";"";
3008072;"Trzcinica (2)";"ogółem";"kobiety";"2020";2496;"osoba";"";
3009011;"Koło (1)";"ogółem";"ogółem";"2020";21247;"osoba";"";
3009011;"Koło (1)";"ogółem";"mężczyźni";"2020";9987;"osoba";"";
3009011;"Koło (1)";"ogółem";"kobiety";"2020";11260;"osoba";"";
3009022;"Babiak (2)";"ogółem";"ogółem";"2020";7832;"osoba";"";
3009022;"Babiak (2)";"ogółem";"mężczyźni";"2020";3873;"osoba";"";
3009022;"Babiak (2)";"ogółem";"kobiety";"2020";3959;"osoba";"";
3009032;"Chodów (2)";"ogółem";"ogółem";"2020";2985;"osoba";"";
3009032;"Chodów (2)";"ogółem";"mężczyźni";"2020";1507;"osoba";"";
3009032;"Chodów (2)";"ogółem";"kobiety";"2020";1478;"osoba";"";
3009043;"Dąbie (3)";"ogółem";"ogółem";"2020";6251;"osoba";"";
3009043;"Dąbie (3)";"ogółem";"mężczyźni";"2020";3111;"osoba";"";
3009043;"Dąbie (3)";"ogółem";"kobiety";"2020";3140;"osoba";"";
3009052;"Grzegorzew (2)";"ogółem";"ogółem";"2020";5665;"osoba";"";
3009052;"Grzegorzew (2)";"ogółem";"mężczyźni";"2020";2790;"osoba";"";
3009052;"Grzegorzew (2)";"ogółem";"kobiety";"2020";2875;"osoba";"";
3009063;"Kłodawa (3)";"ogółem";"ogółem";"2020";12706;"osoba";"";
3009063;"Kłodawa (3)";"ogółem";"mężczyźni";"2020";6226;"osoba";"";
3009063;"Kłodawa (3)";"ogółem";"kobiety";"2020";6480;"osoba";"";
3009072;"Koło (2)";"ogółem";"ogółem";"2020";7855;"osoba";"";
3009072;"Koło (2)";"ogółem";"mężczyźni";"2020";3938;"osoba";"";
3009072;"Koło (2)";"ogółem";"kobiety";"2020";3917;"osoba";"";
3009082;"Kościelec (2)";"ogółem";"ogółem";"2020";6873;"osoba";"";
3009082;"Kościelec (2)";"ogółem";"mężczyźni";"2020";3459;"osoba";"";
3009082;"Kościelec (2)";"ogółem";"kobiety";"2020";3414;"osoba";"";
3009092;"Olszówka (2)";"ogółem";"ogółem";"2020";4471;"osoba";"";
3009092;"Olszówka (2)";"ogółem";"mężczyźni";"2020";2221;"osoba";"";
3009092;"Olszówka (2)";"ogółem";"kobiety";"2020";2250;"osoba";"";
3009102;"Osiek Mały (2)";"ogółem";"ogółem";"2020";6152;"osoba";"";
3009102;"Osiek Mały (2)";"ogółem";"mężczyźni";"2020";3066;"osoba";"";
3009102;"Osiek Mały (2)";"ogółem";"kobiety";"2020";3086;"osoba";"";
3009113;"Przedecz (3)";"ogółem";"ogółem";"2020";4071;"osoba";"";
3009113;"Przedecz (3)";"ogółem";"mężczyźni";"2020";2003;"osoba";"";
3009113;"Przedecz (3)";"ogółem";"kobiety";"2020";2068;"osoba";"";
3010013;"Golina (3)";"ogółem";"ogółem";"2020";12077;"osoba";"";
3010013;"Golina (3)";"ogółem";"mężczyźni";"2020";6029;"osoba";"";
3010013;"Golina (3)";"ogółem";"kobiety";"2020";6048;"osoba";"";
3010022;"Grodziec (2)";"ogółem";"ogółem";"2020";5131;"osoba";"";
3010022;"Grodziec (2)";"ogółem";"mężczyźni";"2020";2572;"osoba";"";
3010022;"Grodziec (2)";"ogółem";"kobiety";"2020";2559;"osoba";"";
3010032;"Kazimierz Biskupi (2)";"ogółem";"ogółem";"2020";11496;"osoba";"";
3010032;"Kazimierz Biskupi (2)";"ogółem";"mężczyźni";"2020";5705;"osoba";"";
3010032;"Kazimierz Biskupi (2)";"ogółem";"kobiety";"2020";5791;"osoba";"";
3010043;"Kleczew (3)";"ogółem";"ogółem";"2020";9908;"osoba";"";
3010043;"Kleczew (3)";"ogółem";"mężczyźni";"2020";4839;"osoba";"";
3010043;"Kleczew (3)";"ogółem";"kobiety";"2020";5069;"osoba";"";
3010052;"Kramsk (2)";"ogółem";"ogółem";"2020";11337;"osoba";"";
3010052;"Kramsk (2)";"ogółem";"mężczyźni";"2020";5619;"osoba";"";
3010052;"Kramsk (2)";"ogółem";"kobiety";"2020";5718;"osoba";"";
3010062;"Krzymów (2)";"ogółem";"ogółem";"2020";8154;"osoba";"";
3010062;"Krzymów (2)";"ogółem";"mężczyźni";"2020";4030;"osoba";"";
3010062;"Krzymów (2)";"ogółem";"kobiety";"2020";4124;"osoba";"";
3010073;"Rychwał (3)";"ogółem";"ogółem";"2020";8203;"osoba";"";
3010073;"Rychwał (3)";"ogółem";"mężczyźni";"2020";4072;"osoba";"";
3010073;"Rychwał (3)";"ogółem";"kobiety";"2020";4131;"osoba";"";
3010082;"Rzgów (2)";"ogółem";"ogółem";"2020";7257;"osoba";"";
3010082;"Rzgów (2)";"ogółem";"mężczyźni";"2020";3616;"osoba";"";
3010082;"Rzgów (2)";"ogółem";"kobiety";"2020";3641;"osoba";"";
3010092;"Skulsk (2)";"ogółem";"ogółem";"2020";6096;"osoba";"";
3010092;"Skulsk (2)";"ogółem";"mężczyźni";"2020";3082;"osoba";"";
3010092;"Skulsk (2)";"ogółem";"kobiety";"2020";3014;"osoba";"";
3010103;"Sompolno (3)";"ogółem";"ogółem";"2020";10299;"osoba";"";
3010103;"Sompolno (3)";"ogółem";"mężczyźni";"2020";5081;"osoba";"";
3010103;"Sompolno (3)";"ogółem";"kobiety";"2020";5218;"osoba";"";
3010112;"Stare Miasto (2)";"ogółem";"ogółem";"2020";12497;"osoba";"";
3010112;"Stare Miasto (2)";"ogółem";"mężczyźni";"2020";6211;"osoba";"";
3010112;"Stare Miasto (2)";"ogółem";"kobiety";"2020";6286;"osoba";"";
3010123;"Ślesin (3)";"ogółem";"ogółem";"2020";14051;"osoba";"";
3010123;"Ślesin (3)";"ogółem";"mężczyźni";"2020";7028;"osoba";"";
3010123;"Ślesin (3)";"ogółem";"kobiety";"2020";7023;"osoba";"";
3010132;"Wierzbinek (2)";"ogółem";"ogółem";"2020";7216;"osoba";"";
3010132;"Wierzbinek (2)";"ogółem";"mężczyźni";"2020";3657;"osoba";"";
3010132;"Wierzbinek (2)";"ogółem";"kobiety";"2020";3559;"osoba";"";
3010142;"Wilczyn (2)";"ogółem";"ogółem";"2020";6182;"osoba";"";
3010142;"Wilczyn (2)";"ogółem";"mężczyźni";"2020";3075;"osoba";"";
3010142;"Wilczyn (2)";"ogółem";"kobiety";"2020";3107;"osoba";"";
3011011;"Kościan (1)";"ogółem";"ogółem";"2020";23716;"osoba";"";
3011011;"Kościan (1)";"ogółem";"mężczyźni";"2020";11333;"osoba";"";
3011011;"Kościan (1)";"ogółem";"kobiety";"2020";12383;"osoba";"";
3011023;"Czempiń (3)";"ogółem";"ogółem";"2020";11531;"osoba";"";
3011023;"Czempiń (3)";"ogółem";"mężczyźni";"2020";5641;"osoba";"";
3011023;"Czempiń (3)";"ogółem";"kobiety";"2020";5890;"osoba";"";
3011032;"Kościan (2)";"ogółem";"ogółem";"2020";16204;"osoba";"";
3011032;"Kościan (2)";"ogółem";"mężczyźni";"2020";8071;"osoba";"";
3011032;"Kościan (2)";"ogółem";"kobiety";"2020";8133;"osoba";"";
3011043;"Krzywiń (3)";"ogółem";"ogółem";"2020";9926;"osoba";"";
3011043;"Krzywiń (3)";"ogółem";"mężczyźni";"2020";4980;"osoba";"";
3011043;"Krzywiń (3)";"ogółem";"kobiety";"2020";4946;"osoba";"";
3011053;"Śmigiel (3)";"ogółem";"ogółem";"2020";17489;"osoba";"";
3011053;"Śmigiel (3)";"ogółem";"mężczyźni";"2020";8655;"osoba";"";
3011053;"Śmigiel (3)";"ogółem";"kobiety";"2020";8834;"osoba";"";
3012011;"Sulmierzyce (1)";"ogółem";"ogółem";"2020";2831;"osoba";"";
3012011;"Sulmierzyce (1)";"ogółem";"mężczyźni";"2020";1424;"osoba";"";
