"Kod";"Nazwa";"Zakres przedmiotowy";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1800000;"PODKARPACKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2011";105,5;"%";"";
1800000;"PODKARPACKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2012";100,3;"%";"";
1800000;"PODKARPACKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2013";102,2;"%";"";
1800000;"PODKARPACKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2014";102,5;"%";"";
1800000;"PODKARPACKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2015";104,0;"%";"";
1800000;"PODKARPACKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2016";102,8;"%";"";
1800000;"PODKARPACKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2017";104,4;"%";"";
1800000;"PODKARPACKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2018";106,5;"%";"";
1800000;"PODKARPACKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2019";104,4;"%";"";
1800000;"PODKARPACKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2020";0,0;"%";"n";
1800000;"PODKARPACKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2021";;"%";"n";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2000";0,0;"%";"x";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2001";0,0;"%";"x";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2002";0,0;"%";"x";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2003";0,0;"%";"x";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2004";101,7;"%";"";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2005";102,9;"%";"";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2006";103,3;"%";"";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2007";106,2;"%";"";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2008";102,4;"%";"";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2009";103,9;"%";"";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2010";103,2;"%";"";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2011";103,8;"%";"";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2012";100,4;"%";"";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2013";102,4;"%";"";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2014";103,3;"%";"";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2015";102,0;"%";"";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2016";101,8;"%";"";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2017";105,5;"%";"";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2018";105,0;"%";"";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2019";105,5;"%";"";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2020";0,0;"%";"n";
2000000;"PODLASKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2021";;"%";"n";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2000";0,0;"%";"x";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2001";0,0;"%";"x";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2002";0,0;"%";"x";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2003";0,0;"%";"x";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2004";107,5;"%";"";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2005";103,6;"%";"";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2006";104,9;"%";"";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2007";107,2;"%";"";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2008";101,8;"%";"";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2009";105,0;"%";"";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2010";102,7;"%";"";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2011";105,0;"%";"";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2012";102,2;"%";"";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2013";100,4;"%";"";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2014";102,5;"%";"";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2015";105,6;"%";"";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2016";104,0;"%";"";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2017";104,3;"%";"";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2018";105,4;"%";"";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2019";105,0;"%";"";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2020";0,0;"%";"n";
2200000;"POMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2021";;"%";"n";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2000";0,0;"%";"x";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2001";0,0;"%";"x";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2002";0,0;"%";"x";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2003";0,0;"%";"x";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2004";103,0;"%";"";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2005";100,9;"%";"";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2006";110,3;"%";"";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2007";109,4;"%";"";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2008";106,4;"%";"";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2009";101,5;"%";"";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2010";104,1;"%";"";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2011";105,3;"%";"";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2012";100,9;"%";"";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2013";100,6;"%";"";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2014";103,5;"%";"";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2015";104,9;"%";"";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2016";103,6;"%";"";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2017";104,5;"%";"";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2018";105,6;"%";"";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2019";103,7;"%";"";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2020";0,0;"%";"n";
2400000;"ŚLĄSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2021";;"%";"n";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2000";0,0;"%";"x";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2001";0,0;"%";"x";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2002";0,0;"%";"x";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2003";0,0;"%";"x";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2004";104,7;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2005";100,1;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2006";108,1;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2007";107,3;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2008";106,0;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2009";99,6;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2010";103,0;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2011";103,4;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2012";100,1;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2013";99,1;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2014";103,3;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2015";102,9;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2016";101,7;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2017";104,3;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2018";106,3;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2019";103,2;"%";"";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2020";0,0;"%";"n";
2600000;"ŚWIĘTOKRZYSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2021";;"%";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2000";0,0;"%";"x";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2001";0,0;"%";"x";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2002";0,0;"%";"x";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2003";0,0;"%";"x";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2004";103,3;"%";"";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2005";101,7;"%";"";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2006";104,1;"%";"";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2007";103,9;"%";"";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2008";104,4;"%";"";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2009";102,6;"%";"";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2010";103,4;"%";"";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2011";103,9;"%";"";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2012";100,0;"%";"";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2013";100,6;"%";"";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2014";103,8;"%";"";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2015";102,9;"%";"";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2016";102,5;"%";"";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2017";103,7;"%";"";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2018";103,7;"%";"";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2019";104,1;"%";"";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2020";0,0;"%";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2021";;"%";"n";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2000";0,0;"%";"x";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2001";0,0;"%";"x";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2002";0,0;"%";"x";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2003";0,0;"%";"x";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2004";109,4;"%";"";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2005";103,1;"%";"";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2006";104,0;"%";"";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2007";105,1;"%";"";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2008";102,6;"%";"";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2009";103,3;"%";"";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2010";102,0;"%";"";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2011";104,9;"%";"";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2012";102,2;"%";"";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2013";101,5;"%";"";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2014";103,8;"%";"";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2015";105,3;"%";"";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2016";103,5;"%";"";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2017";105,0;"%";"";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2018";104,4;"%";"";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2019";105,0;"%";"";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2020";0,0;"%";"n";
3000000;"WIELKOPOLSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2021";;"%";"n";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2000";0,0;"%";"x";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2001";0,0;"%";"x";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2002";0,0;"%";"x";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2003";0,0;"%";"x";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2004";103,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2005";103,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2006";105,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2007";102,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2008";102,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2009";102,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2010";103,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2011";103,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2012";100,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2013";100,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2014";103,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2015";104,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2016";102,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2017";105,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2018";105,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2019";104,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2020";0,0;"%";"n";
3200000;"ZACHODNIOPOMORSKIE";"dynamika produktu krajowego brutto na 1 mieszkańca, rok poprzedni=100";"2021";;"%";"n";
