"Kod";"Nazwa";"Płeć";"Lokalizacje";"Wiek";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0800000;"LUBUSKIE";"mężczyźni";"ogółem";"0";"2011";71,5;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"ogółem";"0";"2012";72,3;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"ogółem";"0";"2013";72,2;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"ogółem";"0";"2014";73,3;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"ogółem";"0";"2015";72,8;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"ogółem";"0";"2016";73,0;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"ogółem";"0";"2017";73,4;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"ogółem";"0";"2018";73,0;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"ogółem";"0";"2019";72,9;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"ogółem";"0";"2020";71,8;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"ogółem";"0";"2021";;"lata";"n";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"1995";67,1;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"1996";68,1;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"1997";68,2;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"1998";68,7;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"1999";69,1;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2000";69,7;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2001";70,4;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2002";70,2;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2003";70,2;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2004";70,5;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2005";70,6;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2006";70,8;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2007";70,8;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2008";71,0;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2009";71,0;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2010";72,3;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2011";72,3;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2012";72,8;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2013";72,8;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2014";73,9;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2015";73,0;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2016";73,5;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2017";73,9;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2018";73,6;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2019";73,6;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2020";72,2;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"w miastach";"0";"2021";;"lata";"n";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"1995";66,9;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"1996";66,9;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"1997";67,2;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"1998";66,2;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"1999";67,1;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2000";68,3;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2001";68,9;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2002";69,6;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2003";68,6;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2004";69,4;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2005";69,5;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2006";69,6;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2007";69,3;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2008";69,4;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2009";70,2;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2010";70,4;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2011";70,2;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2012";71,4;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2013";71,1;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2014";72,2;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2015";72,2;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2016";72,0;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2017";72,4;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2018";71,8;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2019";71,6;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2020";71,2;"lata";"";
0800000;"LUBUSKIE";"mężczyźni";"na wsi";"0";"2021";;"lata";"n";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"1995";75,6;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"1996";76,3;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"1997";76,4;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"1998";76,6;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"1999";76,8;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2000";77,4;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2001";78,5;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2002";78,5;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2003";78,5;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2004";78,6;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2005";79,0;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2006";78,9;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2007";78,9;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2008";79,3;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2009";79,5;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2010";80,1;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2011";79,9;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2012";80,3;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2013";80,1;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2014";80,8;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2015";80,9;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2016";81,4;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2017";81,2;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2018";80,9;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2019";81,0;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2020";80,0;"lata";"";
0800000;"LUBUSKIE";"kobiety";"ogółem";"0";"2021";;"lata";"n";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"1995";75,6;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"1996";76,1;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"1997";76,5;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"1998";76,9;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"1999";77,2;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2000";77,2;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2001";78,5;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2002";78,7;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2003";78,6;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2004";78,6;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2005";79,2;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2006";78,9;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2007";79,2;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2008";79,5;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2009";79,5;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2010";80,3;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2011";80,2;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2012";80,6;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2013";80,4;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2014";81,2;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2015";81,0;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2016";81,7;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2017";81,6;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2018";81,1;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2019";81,3;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2020";80,3;"lata";"";
0800000;"LUBUSKIE";"kobiety";"w miastach";"0";"2021";;"lata";"n";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"1995";75,7;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"1996";76,6;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"1997";76,0;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"1998";76,2;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"1999";76,0;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2000";77,8;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2001";78,5;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2002";78,1;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2003";78,4;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2004";78,6;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2005";78,7;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2006";78,9;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2007";78,4;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2008";79,0;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2009";79,4;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2010";79,6;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2011";79,4;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2012";79,7;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2013";79,5;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2014";79,9;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2015";80,5;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2016";80,5;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2017";80,2;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2018";80,3;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2019";80,3;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2020";79,4;"lata";"";
0800000;"LUBUSKIE";"kobiety";"na wsi";"0";"2021";;"lata";"n";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"1995";66,0;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"1996";66,7;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"1997";66,9;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"1998";67,2;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"1999";67,0;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2000";67,9;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2001";68,1;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2002";68,5;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2003";69,0;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2004";69,1;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2005";68,6;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2006";68,5;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2007";68,7;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2008";69,1;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2009";69,2;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2010";70,1;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2011";70,4;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2012";70,6;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2013";70,7;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2014";71,7;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2015";71,4;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2016";72,0;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2017";71,9;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2018";72,0;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2019";72,5;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2020";71,1;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"ogółem";"0";"2021";;"lata";"n";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"1995";65,9;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"1996";66,5;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"1997";66,7;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"1998";67,3;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"1999";66,9;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2000";67,8;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2001";68,0;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2002";68,4;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2003";68,9;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2004";69,2;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2005";68,7;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2006";68,2;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2007";68,8;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2008";69,0;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2009";69,2;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2010";70,3;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2011";70,5;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2012";70,7;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2013";70,8;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2014";71,8;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2015";71,4;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2016";72,1;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2017";72,1;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2018";72,0;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2019";73,0;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2020";71,3;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"w miastach";"0";"2021";;"lata";"n";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"1995";66,2;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"1996";66,9;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"1997";67,3;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"1998";67,1;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"1999";67,2;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2000";68,2;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2001";68,4;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2002";68,7;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2003";69,0;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2004";68,9;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2005";68,7;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2006";68,9;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2007";68,6;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2008";69,1;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2009";69,3;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2010";70,0;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2011";70,3;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2012";70,5;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2013";70,7;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2014";71,5;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2015";71,4;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2016";71,8;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2017";71,6;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2018";72,0;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2019";71,7;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2020";70,7;"lata";"";
1000000;"ŁÓDZKIE";"mężczyźni";"na wsi";"0";"2021";;"lata";"n";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"1995";75,6;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"1996";75,8;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"1997";76,3;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"1998";76,3;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"1999";76,4;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2000";77,2;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2001";77,4;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2002";77,9;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2003";78,1;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2004";78,5;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2005";78,3;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2006";78,6;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2007";78,7;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2008";78,9;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2009";78,9;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2010";79,4;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2011";79,5;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2012";79,8;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2013";80,1;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2014";80,8;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2015";80,4;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2016";80,8;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2017";80,8;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2018";80,7;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2019";81,0;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2020";79,6;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"ogółem";"0";"2021";;"lata";"n";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"1995";75,1;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"1996";75,5;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"1997";75,9;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"1998";75,8;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"1999";76,0;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2000";76,7;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2001";76,9;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2002";77,4;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2003";77,8;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2004";78,3;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2005";78,2;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2006";78,1;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2007";78,3;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2008";78,4;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2009";78,5;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2010";79,2;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2011";79,2;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2012";79,5;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2013";80,0;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2014";80,5;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2015";80,1;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2016";80,3;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2017";80,4;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2018";80,5;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2019";80,7;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2020";79,6;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"w miastach";"0";"2021";;"lata";"n";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"1995";76,6;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"1996";76,5;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"1997";77,1;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"1998";77,3;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"1999";77,4;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"2000";78,2;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"2001";78,6;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"2002";78,8;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"2003";78,7;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"2004";79,0;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"2005";78,7;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"2006";79,6;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"2007";79,6;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"2008";79,8;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"2009";79,8;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"2010";80,0;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"2011";80,3;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"2012";80,3;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"2013";80,4;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"2014";81,3;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"2015";81,1;"lata";"";
1000000;"ŁÓDZKIE";"kobiety";"na wsi";"0";"2016";81,5;"lata";"";
