"Kod";"Nazwa";"Lokalizacja";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1435053;"Wyszków (3)";"ogółem";"2020";154;"-";"";
1435062;"Zabrodzie (2)";"ogółem";"2020";28;"-";"";
1436012;"Kazanów (2)";"ogółem";"2020";20;"-";"";
1436022;"Policzna (2)";"ogółem";"2020";20;"-";"";
1436032;"Przyłęk (2)";"ogółem";"2020";16;"-";"";
1436042;"Tczów (2)";"ogółem";"2020";22;"-";"";
1436053;"Zwoleń (3)";"ogółem";"2020";45;"-";"";
1437013;"Bieżuń (3)";"ogółem";"2020";18;"-";"";
1437022;"Kuczbork-Osada (2)";"ogółem";"2020";21;"-";"";
1437033;"Lubowidz (3)";"ogółem";"2020";27;"-";"";
1437042;"Lutocin (2)";"ogółem";"2020";13;"-";"";
1437052;"Siemiątkowo (2)";"ogółem";"2020";16;"-";"";
1437063;"Żuromin (3)";"ogółem";"2020";63;"-";"";
1438011;"Żyrardów (1)";"ogółem";"2020";144;"-";"";
1438023;"Mszczonów (3)";"ogółem";"2020";46;"-";"";
1438032;"Puszcza Mariańska (2)";"ogółem";"2020";34;"-";"";
1438042;"Radziejowice (2)";"ogółem";"2020";25;"-";"";
1438052;"Wiskitki (2)";"ogółem";"2020";33;"-";"";
1461011;"Ostrołęka (1)";"ogółem";"2020";163;"-";"";
1462011;"Płock (1)";"ogółem";"2020";421;"-";"";
1463011;"Radom (1)";"ogółem";"2020";712;"-";"";
1464011;"Siedlce (1)";"ogółem";"2020";270;"-";"";
1465011;"M.st.Warszawa od 2002 (1)";"ogółem";"2020";7251;"-";"";
1601011;"Brzeg (1)";"ogółem";"2020";117;"-";"";
1601022;"Skarbimierz (2)";"ogółem";"2020";28;"-";"";
1601033;"Grodków (3)";"ogółem";"2020";48;"-";"";
1601043;"Lewin Brzeski (3)";"ogółem";"2020";57;"-";"";
1601052;"Lubsza (2)";"ogółem";"2020";30;"-";"";
1601062;"Olszanka (2)";"ogółem";"2020";15;"-";"";
1602013;"Baborów (3)";"ogółem";"2020";17;"-";"";
1602022;"Branice (2)";"ogółem";"2020";22;"-";"";
1602033;"Głubczyce (3)";"ogółem";"2020";72;"-";"";
1602043;"Kietrz (3)";"ogółem";"2020";31;"-";"";
1603011;"Kędzierzyn-Koźle (1)";"ogółem";"2020";189;"-";"";
1603022;"Bierawa (2)";"ogółem";"2020";27;"-";"";
1603032;"Cisek (2)";"ogółem";"2020";14;"-";"";
1603042;"Pawłowiczki (2)";"ogółem";"2020";19;"-";"";
1603052;"Polska Cerekiew (2)";"ogółem";"2020";12;"-";"";
1603062;"Reńska Wieś (2)";"ogółem";"2020";35;"-";"";
1604013;"Byczyna (3)";"ogółem";"2020";29;"-";"";
1604023;"Kluczbork (3)";"ogółem";"2020";98;"-";"";
1604032;"Lasowice Wielkie (2)";"ogółem";"2020";35;"-";"";
1604043;"Wołczyn (3)";"ogółem";"2020";39;"-";"";
1605013;"Gogolin (3)";"ogółem";"2020";51;"-";"";
1605023;"Krapkowice (3)";"ogółem";"2020";93;"-";"";
1605032;"Strzeleczki (2)";"ogółem";"2020";25;"-";"";
1605042;"Walce (2)";"ogółem";"2020";20;"-";"";
1605053;"Zdzieszowice (3)";"ogółem";"2020";48;"-";"";
1606012;"Domaszowice (2)";"ogółem";"2020";11;"-";"";
1606023;"Namysłów (3)";"ogółem";"2020";123;"-";"";
1606032;"Pokój (2)";"ogółem";"2020";12;"-";"";
1606042;"Świerczów (2)";"ogółem";"2020";10;"-";"";
1606052;"Wilków (2)";"ogółem";"2020";12;"-";"";
1607013;"Głuchołazy (3)";"ogółem";"2020";57;"-";"";
1607022;"Kamiennik (2)";"ogółem";"2020";9;"-";"";
1607033;"Korfantów (3)";"ogółem";"2020";35;"-";"";
1607042;"Łambinowice (2)";"ogółem";"2020";28;"-";"";
1607053;"Nysa (3)";"ogółem";"2020";183;"-";"";
1607063;"Otmuchów (3)";"ogółem";"2020";28;"-";"";
1607073;"Paczków (3)";"ogółem";"2020";41;"-";"";
1607082;"Pakosławice (2)";"ogółem";"2020";18;"-";"";
1607092;"Skoroszyce (2)";"ogółem";"2020";28;"-";"";
1608013;"Dobrodzień (3)";"ogółem";"2020";32;"-";"";
1608023;"Gorzów Śląski (3)";"ogółem";"2020";27;"-";"";
1608033;"Olesno (3)";"ogółem";"2020";84;"-";"";
1608043;"Praszka (3)";"ogółem";"2020";43;"-";"";
1608052;"Radłów (2)";"ogółem";"2020";11;"-";"";
1608062;"Rudniki (2)";"ogółem";"2020";39;"-";"";
1608072;"Zębowice (2)";"ogółem";"2020";18;"-";"";
1609012;"Chrząstowice (2)";"ogółem";"2020";29;"-";"";
1609022;"Dąbrowa (2)";"ogółem";"2020";29;"-";"";
1609032;"Dobrzeń Wielki (2)";"ogółem";"2020";33;"-";"";
1609042;"Komprachcice (2)";"ogółem";"2020";28;"-";"";
1609052;"Łubniany (2)";"ogółem";"2020";39;"-";"";
1609062;"Murów (2)";"ogółem";"2020";29;"-";"";
1609073;"Niemodlin (3)";"ogółem";"2020";43;"-";"";
1609083;"Ozimek (3)";"ogółem";"2020";52;"-";"";
1609092;"Popielów (2)";"ogółem";"2020";22;"-";"";
1609103;"Prószków (3)";"ogółem";"2020";33;"-";"";
1609112;"Tarnów Opolski (2)";"ogółem";"2020";43;"-";"";
1609123;"Tułowice (3)";"ogółem";"2020";16;"-";"";
1609132;"Turawa (2)";"ogółem";"2020";32;"-";"";
1610013;"Biała (3)";"ogółem";"2020";37;"-";"";
1610023;"Głogówek (3)";"ogółem";"2020";49;"-";"";
1610032;"Lubrza (2)";"ogółem";"2020";19;"-";"";
1610043;"Prudnik (3)";"ogółem";"2020";73;"-";"";
1611012;"Izbicko (2)";"ogółem";"2020";16;"-";"";
1611022;"Jemielnica (2)";"ogółem";"2020";12;"-";"";
1611033;"Kolonowskie (3)";"ogółem";"2020";14;"-";"";
1611043;"Leśnica (3)";"ogółem";"2020";32;"-";"";
1611053;"Strzelce Opolskie (3)";"ogółem";"2020";112;"-";"";
1611063;"Ujazd (3)";"ogółem";"2020";29;"-";"";
1611073;"Zawadzkie (3)";"ogółem";"2020";53;"-";"";
1661011;"Opole (1)";"ogółem";"2020";432;"-";"";
1801032;"Czarna (2)";"ogółem";"2020";11;"-";"";
1801052;"Lutowiska (2)";"ogółem";"2020";6;"-";"";
1801083;"Ustrzyki Dolne (3)";"ogółem";"2020";53;"-";"";
1802013;"Brzozów (3)";"ogółem";"2020";118;"-";"";
1802022;"Domaradz (2)";"ogółem";"2020";27;"-";"";
1802032;"Dydnia (2)";"ogółem";"2020";36;"-";"";
1802042;"Haczów (2)";"ogółem";"2020";38;"-";"";
1802052;"Jasienica Rosielna (2)";"ogółem";"2020";32;"-";"";
1802062;"Nozdrzec (2)";"ogółem";"2020";25;"-";"";
1803011;"Dębica (1)";"ogółem";"2020";141;"-";"";
1803023;"Brzostek (3)";"ogółem";"2020";52;"-";"";
1803032;"Czarna (2)";"ogółem";"2020";53;"-";"";
1803042;"Dębica (2)";"ogółem";"2020";107;"-";"";
1803052;"Jodłowa (2)";"ogółem";"2020";29;"-";"";
1803063;"Pilzno (3)";"ogółem";"2020";89;"-";"";
1803072;"Żyraków (2)";"ogółem";"2020";66;"-";"";
1804011;"Jarosław (1)";"ogółem";"2020";107;"-";"";
1804021;"Radymno (1)";"ogółem";"2020";18;"-";"";
1804032;"Chłopice (2)";"ogółem";"2020";24;"-";"";
1804042;"Jarosław (2)";"ogółem";"2020";56;"-";"";
1804052;"Laszki (2)";"ogółem";"2020";19;"-";"";
1804062;"Pawłosiów (2)";"ogółem";"2020";37;"-";"";
1804073;"Pruchnik (3)";"ogółem";"2020";50;"-";"";
1804082;"Radymno (2)";"ogółem";"2020";39;"-";"";
1804092;"Rokietnica (2)";"ogółem";"2020";22;"-";"";
1804102;"Roźwienica (2)";"ogółem";"2020";34;"-";"";
1804112;"Wiązownica (2)";"ogółem";"2020";46;"-";"";
1805011;"Jasło (1)";"ogółem";"2020";111;"-";"";
1805022;"Brzyska (2)";"ogółem";"2020";25;"-";"";
1805032;"Dębowiec (2)";"ogółem";"2020";34;"-";"";
1805042;"Jasło (2)";"ogółem";"2020";64;"-";"";
1805053;"Kołaczyce (3)";"ogółem";"2020";42;"-";"";
1805062;"Krempna (2)";"ogółem";"2020";7;"-";"";
1805072;"Nowy Żmigród (2)";"ogółem";"2020";37;"-";"";
1805082;"Osiek Jasielski (2)";"ogółem";"2020";18;"-";"";
1805092;"Skołyszyn (2)";"ogółem";"2020";45;"-";"";
1805112;"Tarnowiec (2)";"ogółem";"2020";37;"-";"";
1806012;"Cmolas (2)";"ogółem";"2020";30;"-";"";
1806023;"Kolbuszowa (3)";"ogółem";"2020";82;"-";"";
1806032;"Majdan Królewski (2)";"ogółem";"2020";44;"-";"";
1806042;"Niwiska (2)";"ogółem";"2020";19;"-";"";
1806052;"Raniżów (2)";"ogółem";"2020";26;"-";"";
1806062;"Dzikowiec (2)";"ogółem";"2020";23;"-";"";
1807012;"Chorkówka (2)";"ogółem";"2020";51;"-";"";
1807023;"Dukla (3)";"ogółem";"2020";57;"-";"";
1807033;"Iwonicz-Zdrój (3)";"ogółem";"2020";44;"-";"";
1807043;"Jedlicze (3)";"ogółem";"2020";54;"-";"";
1807052;"Korczyna (2)";"ogółem";"2020";45;"-";"";
1807062;"Krościenko Wyżne (2)";"ogółem";"2020";23;"-";"";
1807072;"Miejsce Piastowe (2)";"ogółem";"2020";42;"-";"";
1807083;"Rymanów (3)";"ogółem";"2020";63;"-";"";
1807092;"Wojaszówka (2)";"ogółem";"2020";30;"-";"";
1807102;"Jaśliska (2)";"ogółem";"2020";8;"-";"";
1808011;"Leżajsk (1)";"ogółem";"2020";47;"-";"";
1808022;"Grodzisko Dolne (2)";"ogółem";"2020";33;"-";"";
1808032;"Kuryłówka (2)";"ogółem";"2020";21;"-";"";
1808042;"Leżajsk (2)";"ogółem";"2020";83;"-";"";
1808053;"Nowa Sarzyna (3)";"ogółem";"2020";81;"-";"";
1809011;"Lubaczów (1)";"ogółem";"2020";33;"-";"";
1809023;"Cieszanów (3)";"ogółem";"2020";23;"-";"";
1809032;"Horyniec-Zdrój (2)";"ogółem";"2020";17;"-";"";
1809042;"Lubaczów (2)";"ogółem";"2020";37;"-";"";
1809053;"Narol (3)";"ogółem";"2020";25;"-";"";
1809063;"Oleszyce (3)";"ogółem";"2020";19;"-";"";
1809072;"Stary Dzików (2)";"ogółem";"2020";16;"-";"";
1809082;"Wielkie Oczy (2)";"ogółem";"2020";12;"-";"";
1810011;"Łańcut (1)";"ogółem";"2020";64;"-";"";
1810022;"Białobrzegi (2)";"ogółem";"2020";34;"-";"";
1810032;"Czarna (2)";"ogółem";"2020";48;"-";"";
1810042;"Łańcut (2)";"ogółem";"2020";101;"-";"";
1810052;"Markowa (2)";"ogółem";"2020";21;"-";"";
1810062;"Rakszawa (2)";"ogółem";"2020";39;"-";"";
1810072;"Żołynia (2)";"ogółem";"2020";24;"-";"";
1811011;"Mielec (1)";"ogółem";"2020";226;"-";"";
1811022;"Borowa (2)";"ogółem";"2020";26;"-";"";
1811032;"Czermin (2)";"ogółem";"2020";26;"-";"";
1811042;"Gawłuszowice (2)";"ogółem";"2020";11;"-";"";
1811052;"Mielec (2)";"ogółem";"2020";46;"-";"";
1811062;"Padew Narodowa (2)";"ogółem";"2020";18;"-";"";
1811073;"Przecław (3)";"ogółem";"2020";37;"-";"";
1811083;"Radomyśl Wielki (3)";"ogółem";"2020";75;"-";"";
1811092;"Tuszów Narodowy (2)";"ogółem";"2020";21;"-";"";
1811102;"Wadowice Górne (2)";"ogółem";"2020";40;"-";"";
1812012;"Harasiuki (2)";"ogółem";"2020";19;"-";"";
1812022;"Jarocin (2)";"ogółem";"2020";17;"-";"";
1812032;"Jeżowe (2)";"ogółem";"2020";38;"-";"";
1812042;"Krzeszów (2)";"ogółem";"2020";15;"-";"";
1812053;"Nisko (3)";"ogółem";"2020";74;"-";"";
1812063;"Rudnik nad Sanem (3)";"ogółem";"2020";40;"-";"";
1812073;"Ulanów (3)";"ogółem";"2020";20;"-";"";
1813012;"Bircza (2)";"ogółem";"2020";24;"-";"";
1813022;"Dubiecko (2)";"ogółem";"2020";33;"-";"";
1813032;"Fredropol (2)";"ogółem";"2020";22;"-";"";
1813042;"Krasiczyn (2)";"ogółem";"2020";25;"-";"";
1813052;"Krzywcza (2)";"ogółem";"2020";19;"-";"";
1813062;"Medyka (2)";"ogółem";"2020";22;"-";"";
1813072;"Orły (2)";"ogółem";"2020";34;"-";"";
1813082;"Przemyśl (2)";"ogółem";"2020";47;"-";"";
1813092;"Stubno (2)";"ogółem";"2020";17;"-";"";
1813102;"Żurawica (2)";"ogółem";"2020";49;"-";"";
1814011;"Przeworsk (1)";"ogółem";"2020";47;"-";"";
1814022;"Adamówka (2)";"ogółem";"2020";18;"-";"";
1814032;"Gać (2)";"ogółem";"2020";17;"-";"";
1814042;"Jawornik Polski (2)";"ogółem";"2020";22;"-";"";
1814053;"Kańczuga (3)";"ogółem";"2020";51;"-";"";
1814062;"Przeworsk (2)";"ogółem";"2020";59;"-";"";
1814073;"Sieniawa (3)";"ogółem";"2020";37;"-";"";
1814082;"Tryńcza (2)";"ogółem";"2020";33;"-";"";
1814092;"Zarzecze (2)";"ogółem";"2020";41;"-";"";
1815012;"Iwierzyce (2)";"ogółem";"2020";35;"-";"";
1815022;"Ostrów (2)";"ogółem";"2020";32;"-";"";
1815033;"Ropczyce (3)";"ogółem";"2020";97;"-";"";
1815043;"Sędziszów Małopolski (3)";"ogółem";"2020";87;"-";"";
1815052;"Wielopole Skrzyńskie (2)";"ogółem";"2020";38;"-";"";
1816011;"Dynów (1)";"ogółem";"2020";28;"-";"";
1816023;"Błażowa (3)";"ogółem";"2020";44;"-";"";
1816033;"Boguchwała (3)";"ogółem";"2020";84;"-";"";
1816042;"Chmielnik (2)";"ogółem";"2020";24;"-";"";
1816052;"Dynów (2)";"ogółem";"2020";35;"-";"";
1816063;"Głogów Małopolski (3)";"ogółem";"2020";77;"-";"";
1816072;"Hyżne (2)";"ogółem";"2020";32;"-";"";
1816082;"Kamień (2)";"ogółem";"2020";36;"-";"";
1816092;"Krasne (2)";"ogółem";"2020";33;"-";"";
1816102;"Lubenia (2)";"ogółem";"2020";22;"-";"";
1816113;"Sokołów Małopolski (3)";"ogółem";"2020";83;"-";"";
1816122;"Świlcza (2)";"ogółem";"2020";59;"-";"";
1816132;"Trzebownisko (2)";"ogółem";"2020";84;"-";"";
1816143;"Tyczyn (3)";"ogółem";"2020";48;"-";"";
1817011;"Sanok (1)";"ogółem";"2020";111;"-";"";
1817022;"Besko (2)";"ogółem";"2020";20;"-";"";
1817032;"Bukowsko (2)";"ogółem";"2020";22;"-";"";
1817042;"Komańcza (2)";"ogółem";"2020";8;"-";"";
1817052;"Sanok (2)";"ogółem";"2020";46;"-";"";
1817062;"Tyrawa Wołoska (2)";"ogółem";"2020";7;"-";"";
1817073;"Zagórz (3)";"ogółem";"2020";50;"-";"";
1817082;"Zarszyn (2)";"ogółem";"2020";28;"-";"";
1818011;"Stalowa Wola (1)";"ogółem";"2020";181;"-";"";
1818022;"Bojanów (2)";"ogółem";"2020";30;"-";"";
1818032;"Pysznica (2)";"ogółem";"2020";38;"-";"";
1818042;"Radomyśl nad Sanem (2)";"ogółem";"2020";20;"-";"";
1818053;"Zaklików (3)";"ogółem";"2020";29;"-";"";
1818062;"Zaleszany (2)";"ogółem";"2020";36;"-";"";
1819012;"Czudec (2)";"ogółem";"2020";50;"-";"";
1819022;"Frysztak (2)";"ogółem";"2020";53;"-";"";
1819032;"Niebylec (2)";"ogółem";"2020";48;"-";"";
1819043;"Strzyżów (3)";"ogółem";"2020";85;"-";"";
1819052;"Wiśniowa (2)";"ogółem";"2020";39;"-";"";
1820013;"Baranów Sandomierski (3)";"ogółem";"2020";40;"-";"";
1820022;"Gorzyce (2)";"ogółem";"2020";46;"-";"";
1820032;"Grębów (2)";"ogółem";"2020";38;"-";"";
1820043;"Nowa Dęba (3)";"ogółem";"2020";61;"-";"";
1821012;"Baligród (2)";"ogółem";"2020";18;"-";"";
1821022;"Cisna (2)";"ogółem";"2020";7;"-";"";
1821033;"Lesko (3)";"ogółem";"2020";35;"-";"";
1821042;"Olszanica (2)";"ogółem";"2020";13;"-";"";
1821052;"Solina (2)";"ogółem";"2020";20;"-";"";
1861011;"Krosno (1)";"ogółem";"2020";144;"-";"";
1862011;"Przemyśl (1)";"ogółem";"2020";169;"-";"";
1863011;"Rzeszów (1)";"ogółem";"2020";769;"-";"";
1864011;"Tarnobrzeg (1)";"ogółem";"2020";133;"-";"";
2001011;"Augustów (1)";"ogółem";"2020";118;"-";"";
2001022;"Augustów (2)";"ogółem";"2020";28;"-";"";
2001032;"Bargłów Kościelny (2)";"ogółem";"2020";26;"-";"";
2001043;"Lipsk (3)";"ogółem";"2020";21;"-";"";
2001052;"Nowinka (2)";"ogółem";"2020";5;"-";"";
2001062;"Płaska (2)";"ogółem";"2020";7;"-";"";
2001072;"Sztabin (2)";"ogółem";"2020";31;"-";"";
2002013;"Choroszcz (3)";"ogółem";"2020";48;"-";"";
2002023;"Czarna Białostocka (3)";"ogółem";"2020";35;"-";"";
2002032;"Dobrzyniewo Duże (2)";"ogółem";"2020";33;"-";"";
2002042;"Gródek (2)";"ogółem";"2020";24;"-";"";
2002052;"Juchnowiec Kościelny (2)";"ogółem";"2020";72;"-";"";
2002063;"Łapy (3)";"ogółem";"2020";77;"-";"";
2002073;"Michałowo (3)";"ogółem";"2020";21;"-";"";
2002082;"Poświętne (2)";"ogółem";"2020";20;"-";"";
2002093;"Supraśl (3)";"ogółem";"2020";57;"-";"";
2002103;"Suraż (3)";"ogółem";"2020";11;"-";"";
2002112;"Turośń Kościelna (2)";"ogółem";"2020";22;"-";"";
2002123;"Tykocin (3)";"ogółem";"2020";24;"-";"";
2002133;"Wasilków (3)";"ogółem";"2020";76;"-";"";
2002143;"Zabłudów (3)";"ogółem";"2020";36;"-";"";
2002152;"Zawady (2)";"ogółem";"2020";17;"-";"";
2003011;"Bielsk Podlaski (1)";"ogółem";"2020";89;"-";"";
2003021;"Brańsk (1)";"ogółem";"2020";16;"-";"";
2003032;"Bielsk Podlaski (2)";"ogółem";"2020";17;"-";"";
2003042;"Boćki (2)";"ogółem";"2020";12;"-";"";
2003052;"Brańsk (2)";"ogółem";"2020";26;"-";"";
2003062;"Orla (2)";"ogółem";"2020";5;"-";"";
2003072;"Rudka (2)";"ogółem";"2020";4;"-";"";
2003082;"Wyszki (2)";"ogółem";"2020";26;"-";"";
2004011;"Grajewo (1)";"ogółem";"2020";71;"-";"";
2004022;"Grajewo (2)";"ogółem";"2020";10;"-";"";
2004032;"Radziłów (2)";"ogółem";"2020";24;"-";"";
2004043;"Rajgród (3)";"ogółem";"2020";18;"-";"";
2004053;"Szczuczyn (3)";"ogółem";"2020";11;"-";"";
2004062;"Wąsosz (2)";"ogółem";"2020";7;"-";"";
2005011;"Hajnówka (1)";"ogółem";"2020";83;"-";"";
2005022;"Białowieża (2)";"ogółem";"2020";7;"-";"";
2005032;"Czeremcha (2)";"ogółem";"2020";10;"-";"";
2005042;"Czyże (2)";"ogółem";"2020";8;"-";"";
2005052;"Dubicze Cerkiewne (2)";"ogółem";"2020";3;"-";"";
2005062;"Hajnówka (2)";"ogółem";"2020";16;"-";"";
2005073;"Kleszczele (3)";"ogółem";"2020";8;"-";"";
2005082;"Narew (2)";"ogółem";"2020";15;"-";"";
2005092;"Narewka (2)";"ogółem";"2020";7;"-";"";
2006011;"Kolno (1)";"ogółem";"2020";35;"-";"";
2006022;"Grabowo (2)";"ogółem";"2020";20;"-";"";
2006032;"Kolno (2)";"ogółem";"2020";34;"-";"";
2006042;"Mały Płock (2)";"ogółem";"2020";19;"-";"";
2006053;"Stawiski (3)";"ogółem";"2020";20;"-";"";
2006062;"Turośl (2)";"ogółem";"2020";20;"-";"";
2007013;"Jedwabne (3)";"ogółem";"2020";15;"-";"";
2007022;"Łomża (2)";"ogółem";"2020";41;"-";"";
2007032;"Miastkowo (2)";"ogółem";"2020";18;"-";"";
2007043;"Nowogród (3)";"ogółem";"2020";18;"-";"";
2007052;"Piątnica (2)";"ogółem";"2020";31;"-";"";
2007062;"Przytuły (2)";"ogółem";"2020";8;"-";"";
2007072;"Śniadowo (2)";"ogółem";"2020";26;"-";"";
2007082;"Wizna (2)";"ogółem";"2020";22;"-";"";
2007092;"Zbójna (2)";"ogółem";"2020";24;"-";"";
2008013;"Goniądz (3)";"ogółem";"2020";24;"-";"";
2008022;"Jasionówka (2)";"ogółem";"2020";13;"-";"";
2008032;"Jaświły (2)";"ogółem";"2020";21;"-";"";
2008043;"Knyszyn (3)";"ogółem";"2020";17;"-";"";
2008052;"Krypno (2)";"ogółem";"2020";13;"-";"";
2008063;"Mońki (3)";"ogółem";"2020";44;"-";"";
2008072;"Trzcianne (2)";"ogółem";"2020";12;"-";"";
2009011;"Sejny (1)";"ogółem";"2020";14;"-";"";
2009022;"Giby (2)";"ogółem";"2020";9;"-";"";
2009032;"Krasnopol (2)";"ogółem";"2020";17;"-";"";
2009042;"Puńsk (2)";"ogółem";"2020";16;"-";"";
2009052;"Sejny (2)";"ogółem";"2020";8;"-";"";
2010011;"Siemiatycze (1)";"ogółem";"2020";66;"-";"";
2010023;"Drohiczyn (3)";"ogółem";"2020";28;"-";"";
2010032;"Dziadkowice (2)";"ogółem";"2020";10;"-";"";
2010042;"Grodzisk (2)";"ogółem";"2020";8;"-";"";
2010052;"Mielnik (2)";"ogółem";"2020";11;"-";"";
2010062;"Milejczyce (2)";"ogółem";"2020";1;"-";"";
2010072;"Nurzec-Stacja (2)";"ogółem";"2020";19;"-";"";
2010082;"Perlejewo (2)";"ogółem";"2020";12;"-";"";
2010092;"Siemiatycze (2)";"ogółem";"2020";22;"-";"";
2011013;"Dąbrowa Białostocka (3)";"ogółem";"2020";42;"-";"";
2011022;"Janów (2)";"ogółem";"2020";15;"-";"";
2011032;"Korycin (2)";"ogółem";"2020";7;"-";"";
2011043;"Krynki (3)";"ogółem";"2020";5;"-";"";
2011052;"Kuźnica (2)";"ogółem";"2020";16;"-";"";
2011062;"Nowy Dwór (2)";"ogółem";"2020";10;"-";"";
2011072;"Sidra (2)";"ogółem";"2020";17;"-";"";
2011083;"Sokółka (3)";"ogółem";"2020";100;"-";"";
2011093;"Suchowola (3)";"ogółem";"2020";31;"-";"";
2011102;"Szudziałowo (2)";"ogółem";"2020";14;"-";"";
2012012;"Bakałarzewo (2)";"ogółem";"2020";6;"-";"";
2012022;"Filipów (2)";"ogółem";"2020";18;"-";"";
2012032;"Jeleniewo (2)";"ogółem";"2020";7;"-";"";
2012042;"Przerośl (2)";"ogółem";"2020";13;"-";"";
2012052;"Raczki (2)";"ogółem";"2020";31;"-";"";
2012062;"Rutka-Tartak (2)";"ogółem";"2020";12;"-";"";
2012072;"Suwałki (2)";"ogółem";"2020";36;"-";"";
2012082;"Szypliszki (2)";"ogółem";"2020";18;"-";"";
2012092;"Wiżajny (2)";"ogółem";"2020";7;"-";"";
2013011;"Wysokie Mazowieckie (1)";"ogółem";"2020";40;"-";"";
2013023;"Ciechanowiec (3)";"ogółem";"2020";40;"-";"";
2013033;"Czyżew (3)";"ogółem";"2020";22;"-";"";
2013042;"Klukowo (2)";"ogółem";"2020";22;"-";"";
2013052;"Kobylin-Borzymy (2)";"ogółem";"2020";15;"-";"";
2013062;"Kulesze Kościelne (2)";"ogółem";"2020";16;"-";"";
2013072;"Nowe Piekuty (2)";"ogółem";"2020";21;"-";"";
2013082;"Sokoły (2)";"ogółem";"2020";32;"-";"";
2013093;"Szepietowo (3)";"ogółem";"2020";37;"-";"";
2013102;"Wysokie Mazowieckie (2)";"ogółem";"2020";25;"-";"";
2014011;"Zambrów (1)";"ogółem";"2020";71;"-";"";
2014022;"Kołaki Kościelne (2)";"ogółem";"2020";17;"-";"";
2014032;"Rutki (2)";"ogółem";"2020";23;"-";"";
2014042;"Szumowo (2)";"ogółem";"2020";18;"-";"";
2014052;"Zambrów (2)";"ogółem";"2020";36;"-";"";
2061011;"Białystok (1)";"ogółem";"2020";1075;"-";"";
2062011;"Łomża (1)";"ogółem";"2020";230;"-";"";
2063011;"Suwałki (1)";"ogółem";"2020";259;"-";"";
2201012;"Borzytuchom (2)";"ogółem";"2020";10;"-";"";
2201023;"Bytów (3)";"ogółem";"2020";119;"-";"";
2201032;"Czarna Dąbrówka (2)";"ogółem";"2020";19;"-";"";
2201042;"Kołczygłowy (2)";"ogółem";"2020";12;"-";"";
2201052;"Lipnica (2)";"ogółem";"2020";37;"-";"";
2201063;"Miastko (3)";"ogółem";"2020";64;"-";"";
2201072;"Parchowo (2)";"ogółem";"2020";17;"-";"";
2201082;"Studzienice (2)";"ogółem";"2020";17;"-";"";
2201092;"Trzebielino (2)";"ogółem";"2020";17;"-";"";
2201102;"Tuchomie (2)";"ogółem";"2020";17;"-";"";
2202011;"Chojnice (1)";"ogółem";"2020";202;"-";"";
2202023;"Brusy (3)";"ogółem";"2020";78;"-";"";
2202032;"Chojnice (2)";"ogółem";"2020";87;"-";"";
2202043;"Czersk (3)";"ogółem";"2020";80;"-";"";
2202052;"Konarzyny (2)";"ogółem";"2020";8;"-";"";
2203011;"Człuchów (1)";"ogółem";"2020";58;"-";"";
2203023;"Czarne (3)";"ogółem";"2020";30;"-";"";
2203032;"Człuchów (2)";"ogółem";"2020";49;"-";"";
2203043;"Debrzno (3)";"ogółem";"2020";25;"-";"";
2203052;"Koczała (2)";"ogółem";"2020";7;"-";"";
2203062;"Przechlewo (2)";"ogółem";"2020";19;"-";"";
2203072;"Rzeczenica (2)";"ogółem";"2020";9;"-";"";
2204011;"Pruszcz Gdański (1)";"ogółem";"2020";112;"-";"";
2204022;"Cedry Wielkie (2)";"ogółem";"2020";23;"-";"";
2204032;"Kolbudy (2)";"ogółem";"2020";53;"-";"";
2204042;"Pruszcz Gdański (2)";"ogółem";"2020";113;"-";"";
2204052;"Przywidz (2)";"ogółem";"2020";29;"-";"";
2204062;"Pszczółki (2)";"ogółem";"2020";36;"-";"";
2204072;"Suchy Dąb (2)";"ogółem";"2020";12;"-";"";
2204082;"Trąbki Wielkie (2)";"ogółem";"2020";28;"-";"";
2205012;"Chmielno (2)";"ogółem";"2020";36;"-";"";
2205023;"Kartuzy (3)";"ogółem";"2020";147;"-";"";
2205032;"Przodkowo (2)";"ogółem";"2020";46;"-";"";
2205042;"Sierakowice (2)";"ogółem";"2020";118;"-";"";
2205052;"Somonino (2)";"ogółem";"2020";55;"-";"";
2205062;"Stężyca (2)";"ogółem";"2020";51;"-";"";
2205072;"Sulęczyno (2)";"ogółem";"2020";27;"-";"";
2205083;"Żukowo (3)";"ogółem";"2020";216;"-";"";
2206011;"Kościerzyna (1)";"ogółem";"2020";88;"-";"";
2206022;"Dziemiany (2)";"ogółem";"2020";29;"-";"";
2206032;"Karsin (2)";"ogółem";"2020";29;"-";"";
2206042;"Kościerzyna (2)";"ogółem";"2020";58;"-";"";
2206052;"Liniewo (2)";"ogółem";"2020";30;"-";"";
2206062;"Lipusz (2)";"ogółem";"2020";12;"-";"";
2206072;"Nowa Karczma (2)";"ogółem";"2020";31;"-";"";
2206082;"Stara Kiszewa (2)";"ogółem";"2020";27;"-";"";
2207011;"Kwidzyn (1)";"ogółem";"2020";132;"-";"";
2207022;"Gardeja (2)";"ogółem";"2020";27;"-";"";
2207032;"Kwidzyn (2)";"ogółem";"2020";41;"-";"";
2207043;"Prabuty (3)";"ogółem";"2020";36;"-";"";
2207052;"Ryjewo (2)";"ogółem";"2020";17;"-";"";
